,model,score_test,score_val,eval_metric,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,WeightedEnsemble_L2_FULL,0.7391304347826086,,accuracy,0.18461275100708008,,2.2642006874084473,0.010050535202026367,,0.11672091484069824,2,True,24
2,LightGBM_2_DSTL,0.717391304347826,0.8709677419354839,soft_log_loss,0.01706528663635254,0.0,0.9536705017089844,0.01706528663635254,0.0,0.9536705017089844,1,True,30
4,RandomForestGini_BAG_L1,0.717391304347826,0.8640776699029126,accuracy,0.09139561653137207,0.09216880798339844,0.9531018733978271,0.09139561653137207,0.09216880798339844,0.9531018733978271,1,True,4
3,WeightedEnsemble_L2_DSTL,0.717391304347826,0.8548387096774194,soft_log_loss,0.0214688777923584,0.0,20.61151909828186,0.0,0.0,0.030208587646484375,2,True,29
1,LightGBMXT_BAG_L1_FULL,0.717391304347826,,accuracy,0.010543107986450195,,0.28858518600463867,0.010543107986450195,,0.28858518600463867,1,True,14
5,RandomForestGini_BAG_L1_FULL,0.717391304347826,,accuracy,0.11669206619262695,0.09216880798339844,0.9531018733978271,0.11669206619262695,0.09216880798339844,0.9531018733978271,1,True,16
11,ExtraTreesEntr_BAG_L1,0.6956521739130435,0.8932038834951457,accuracy,0.07622599601745605,0.09325194358825684,0.8910562992095947,0.07622599601745605,0.09325194358825684,0.8910562992095947,1,True,8
12,ExtraTreesGini_BAG_L1,0.6956521739130435,0.8932038834951457,accuracy,0.08243083953857422,0.09929656982421875,0.7548019886016846,0.08243083953857422,0.09929656982421875,0.7548019886016846,1,True,7
10,RandomForestEntr_BAG_L1,0.6956521739130435,0.8640776699029126,accuracy,0.06704998016357422,0.09036970138549805,0.8807578086853027,0.06704998016357422,0.09036970138549805,0.8807578086853027,1,True,5
8,WeightedEnsemble_2_L2_DSTL,0.6956521739130435,0.8548387096774194,soft_log_loss,0.02199077606201172,0.0,17.34352135658264,0.0,0.0,0.025713682174682617,2,True,34
6,LightGBM_DSTL,0.6956521739130435,0.8387096774193549,soft_log_loss,0.010089635848999023,0.0,1.146669864654541,0.010089635848999023,0.0,1.146669864654541,1,True,25
7,LightGBM_BAG_L1_FULL,0.6956521739130435,,accuracy,0.012804746627807617,,0.2399449348449707,0.012804746627807617,,0.2399449348449707,1,True,15
9,ExtraTreesGini_BAG_L1_FULL,0.6956521739130435,,accuracy,0.06374835968017578,0.09929656982421875,0.7548019886016846,0.06374835968017578,0.09929656982421875,0.7548019886016846,1,True,19
13,RandomForestEntr_BAG_L1_FULL,0.6956521739130435,,accuracy,0.08301901817321777,0.09036970138549805,0.8807578086853027,0.08301901817321777,0.09036970138549805,0.8807578086853027,1,True,17
14,ExtraTreesEntr_BAG_L1_FULL,0.6956521739130435,,accuracy,0.10366296768188477,0.09325194358825684,0.8910562992095947,0.10366296768188477,0.09325194358825684,0.8910562992095947,1,True,20
16,CatBoost_2_DSTL,0.6739130434782609,0.8387096774193549,soft_log_loss,0.00492548942565918,0.0,16.364137172698975,0.00492548942565918,0.0,16.364137172698975,1,True,32
19,CatBoost_DSTL,0.6739130434782609,0.8387096774193549,soft_log_loss,0.011379241943359375,0.0,19.434640645980835,0.011379241943359375,0.0,19.434640645980835,1,True,27
20,NeuralNetTorch_DSTL,0.6739130434782609,0.7741935483870968,soft_log_loss,0.0183413028717041,0.010123491287231445,3.0386364459991455,0.0183413028717041,0.010123491287231445,3.0386364459991455,1,True,28
15,CatBoost_BAG_L1_FULL,0.6739130434782609,,accuracy,0.003365039825439453,,2.3555455207824707,0.003365039825439453,,2.3555455207824707,1,True,18
17,NeuralNetFastAI_BAG_L1_FULL,0.6739130434782609,,accuracy,0.007150888442993164,,0.5016214847564697,0.007150888442993164,,0.5016214847564697,1,True,13
18,NeuralNetTorch_BAG_L1_FULL,0.6739130434782609,,accuracy,0.010178565979003906,,5.812515020370483,0.010178565979003906,,5.812515020370483,1,True,22
22,RandomForestMSE_DSTL,0.6521739130434783,0.8064516129032258,soft_log_loss,0.1018519401550293,0.07093119621276855,0.9278590679168701,0.1018519401550293,0.07093119621276855,0.9278590679168701,1,True,26
21,XGBoost_BAG_L1_FULL,0.6521739130434783,,accuracy,0.0066187381744384766,,0.12725615501403809,0.0066187381744384766,,0.12725615501403809,1,True,21
24,RandomForestMSE_2_DSTL,0.6304347826086957,0.8064516129032258,soft_log_loss,0.11674165725708008,0.05994558334350586,0.8137469291687012,0.11674165725708008,0.05994558334350586,0.8137469291687012,1,True,31
23,NeuralNetTorch_2_DSTL,0.6304347826086957,0.7741935483870968,soft_log_loss,0.030980348587036133,0.02027750015258789,2.9411070346832275,0.030980348587036133,0.02027750015258789,2.9411070346832275,1,True,33
25,LightGBMLarge_BAG_L1_FULL,0.6086956521739131,,accuracy,0.013246297836303711,,0.6733438968658447,0.013246297836303711,,0.6733438968658447,1,True,23
26,WeightedEnsemble_L2,,0.9158576051779935,accuracy,,0.3019449710845947,10.705695629119873,,0.003099203109741211,0.11672091484069824,2,False,12
27,NeuralNetFastAI_BAG_L1,,0.9029126213592233,accuracy,,0.10629725456237793,8.943116426467896,,0.10629725456237793,8.943116426467896,1,False,1
28,LightGBMLarge_BAG_L1,,0.8996763754045307,accuracy,,0.02100229263305664,5.456308126449585,,0.02100229263305664,5.456308126449585,1,False,11
29,LightGBM_BAG_L1,,0.8964401294498382,accuracy,,0.03644561767578125,2.341805934906006,,0.03644561767578125,2.341805934906006,1,False,3
