,model,score_test,score_val,eval_metric,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,WeightedEnsemble_L2,0.7608695652173914,0.9158576051779935,accuracy,0.18245863914489746,0.22230267524719238,10.478890180587769,0.0,0.0025091171264648438,0.1764979362487793,2,True,14
2,NeuralNetFastAI_BAG_L1,0.7391304347826086,0.9029126213592233,accuracy,0.11165928840637207,0.1145944595336914,9.511054515838623,0.11165928840637207,0.1145944595336914,9.511054515838623,1,True,3
1,CatBoost_DSTL,0.7391304347826086,0.8225806451612904,soft_log_loss,0.007542610168457031,0.0,20.555497646331787,0.007542610168457031,0.0,20.555497646331787,1,True,17
8,ExtraTreesGini_BAG_L1,0.717391304347826,0.889967637540453,accuracy,0.07079935073852539,0.10519909858703613,0.7913377285003662,0.07079935073852539,0.10519909858703613,0.7913377285003662,1,True,9
9,RandomForestGini_BAG_L1,0.717391304347826,0.8640776699029126,accuracy,0.08051562309265137,0.14403724670410156,0.9378974437713623,0.08051562309265137,0.14403724670410156,0.9378974437713623,1,True,6
3,LightGBM_2_DSTL,0.717391304347826,0.8548387096774194,soft_log_loss,0.0,0.0,1.107391119003296,0.0,0.0,1.107391119003296,1,True,20
6,LightGBM_DSTL,0.717391304347826,0.8548387096774194,soft_log_loss,0.010171175003051758,0.0,1.1615149974822998,0.010171175003051758,0.0,1.1615149974822998,1,True,15
4,WeightedEnsemble_2_L2_DSTL,0.717391304347826,0.8387096774193549,soft_log_loss,0.006583213806152344,0.0015268325805664062,13.106683015823364,0.0,0.0,0.0274960994720459,2,True,24
5,CatBoost_2_DSTL,0.717391304347826,0.8387096774193549,soft_log_loss,0.006583213806152344,0.0015268325805664062,13.079186916351318,0.006583213806152344,0.0015268325805664062,13.079186916351318,1,True,22
7,WeightedEnsemble_L2_DSTL,0.717391304347826,0.8387096774193549,soft_log_loss,0.028817176818847656,0.0,21.749634981155396,0.011103391647338867,0.0,0.032622337341308594,2,True,19
11,ExtraTreesEntr_BAG_L1,0.6956521739130435,0.8964401294498382,accuracy,0.06253337860107422,0.11156225204467773,0.7623777389526367,0.06253337860107422,0.11156225204467773,0.7623777389526367,1,True,10
12,LightGBM_BAG_L1,0.6956521739130435,0.8964401294498382,accuracy,0.06637120246887207,0.02805924415588379,2.6853246688842773,0.06637120246887207,0.02805924415588379,2.6853246688842773,1,True,5
10,RandomForestEntr_BAG_L1,0.6956521739130435,0.8640776699029126,accuracy,0.06226754188537598,0.1184537410736084,0.7877264022827148,0.06226754188537598,0.1184537410736084,0.7877264022827148,1,True,7
13,RandomForestMSE_DSTL,0.6956521739130435,0.8064516129032258,soft_log_loss,0.10598635673522949,0.06661868095397949,0.9083454608917236,0.10598635673522949,0.06661868095397949,0.9083454608917236,1,True,16
15,LightGBMLarge_BAG_L1,0.6739130434782609,0.8996763754045307,accuracy,0.08809614181518555,0.0,4.652920246124268,0.08809614181518555,0.0,4.652920246124268,1,True,13
16,LightGBMXT_BAG_L1,0.6739130434782609,0.8932038834951457,accuracy,0.09143900871276855,0.024755239486694336,2.8966901302337646,0.09143900871276855,0.024755239486694336,2.8966901302337646,1,True,4
17,NeuralNetTorch_BAG_L1,0.6739130434782609,0.883495145631068,accuracy,0.15518784523010254,0.20032262802124023,15.439834594726562,0.15518784523010254,0.20032262802124023,15.439834594726562,1,True,12
14,CatBoost_BAG_L1,0.6739130434782609,0.8737864077669902,accuracy,0.03063035011291504,0.007730245590209961,25.706793308258057,0.03063035011291504,0.007730245590209961,25.706793308258057,1,True,8
19,XGBoost_BAG_L1,0.6521739130434783,0.883495145631068,accuracy,0.17288589477539062,0.06512880325317383,3.5090746879577637,0.17288589477539062,0.06512880325317383,3.5090746879577637,1,True,11
18,NeuralNetTorch_DSTL,0.6521739130434783,0.8064516129032258,soft_log_loss,0.020287513732910156,0.020427227020263672,12.537944555282593,0.020287513732910156,0.020427227020263672,12.537944555282593,1,True,18
20,NeuralNetTorch_2_DSTL,0.6304347826086957,0.7741935483870968,soft_log_loss,0.020250558853149414,0.015292644500732422,2.9710564613342285,0.020250558853149414,0.015292644500732422,2.9710564613342285,1,True,23
21,RandomForestMSE_2_DSTL,0.6086956521739131,0.7903225806451613,soft_log_loss,0.0991520881652832,0.05610179901123047,0.768585205078125,0.0991520881652832,0.05610179901123047,0.768585205078125,1,True,21
22,KNeighborsDist_BAG_L1,0.391304347826087,0.7993527508090615,accuracy,0.00655674934387207,0.006360292434692383,0.01975083351135254,0.00655674934387207,0.006360292434692383,0.01975083351135254,1,True,2
23,KNeighborsUnif_BAG_L1,0.391304347826087,0.686084142394822,accuracy,0.008998394012451172,0.31661009788513184,0.007041215896606445,0.008998394012451172,0.31661009788513184,0.007041215896606445,1,True,1
