,model,score_test,score_val,eval_metric,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,XGBoost,0.7058823529411765,0.8333333333333334,accuracy,0.016443729400634766,0.0,0.2369215488433838,0.016443729400634766,0.0,0.2369215488433838,1.0,True,1.0
1,RandomForestGini,0.6470588235294118,0.5555555555555556,accuracy,0.07740402221679688,0.073883056640625,0.8137040138244629,0.07740402221679688,0.073883056640625,0.8137040138244629,1.0,1.0,1.0
1,RandomForestGini,0.6470588235294118,0.5555555555555556,accuracy,0.09418058395385742,0.05369091033935547,0.8254776000976562,0.09418058395385742,0.05369091033935547,0.8254776000976562,1.0,1.0,1.0
0,RandomForestEntr,0.6470588235294118,0.5555555555555556,accuracy,0.07236719131469727,0.07900452613830566,0.8649249076843262,0.07236719131469727,0.07900452613830566,0.8649249076843262,1.0,1.0,2.0
2,RandomForestEntr,0.6470588235294118,0.5555555555555556,accuracy,0.09697532653808594,0.06985950469970703,0.8179013729095459,0.09697532653808594,0.06985950469970703,0.8179013729095459,1.0,1.0,2.0
0,NeuralNetTorch,0.8235294117647058,1.0,accuracy,0.013644218444824219,0.010079622268676758,5.353849411010742,0.013644218444824219,0.010079622268676758,5.353849411010742,1.0,True,1.0
0,NeuralNetFastAI,0.7058823529411765,0.8333333333333334,accuracy,0.007601499557495117,0.004510402679443359,1.223912239074707,0.007601499557495117,0.004510402679443359,1.223912239074707,1.0,1.0,1.0
1,LightGBMXT,0.8235294117647058,0.9444444444444444,accuracy,0.005003690719604492,0.0,0.366039514541626,0.005003690719604492,0.0,0.366039514541626,1.0,1.0,1.0
3,LightGBMXT,0.6470588235294118,0.8888888888888888,accuracy,0.0,0.0,0.2916092872619629,0.0,0.0,0.2916092872619629,1.0,1.0,1.0
3,LightGBMXT,0.5882352941176471,0.8888888888888888,accuracy,0.026945114135742188,0.0,0.366851806640625,0.026945114135742188,0.0,0.366851806640625,1.0,1.0,1.0
3,LightGBMLarge,0.7647058823529411,0.9444444444444444,accuracy,0.0,0.0,0.3862032890319824,0.0,0.0,0.3862032890319824,1.0,1.0,3.0
2,LightGBMLarge,0.6470588235294118,0.9444444444444444,accuracy,0.0,0.0,0.35228705406188965,0.0,0.0,0.35228705406188965,1.0,1.0,3.0
0,LightGBMLarge,0.6470588235294118,0.9444444444444444,accuracy,0.0,0.0,0.455033540725708,0.0,0.0,0.455033540725708,1.0,1.0,3.0
0,LightGBM,0.8235294117647058,0.9444444444444444,accuracy,0.002233266830444336,0.0,0.26874423027038574,0.002233266830444336,0.0,0.26874423027038574,1.0,1.0,2.0
0,LightGBM,0.7058823529411765,0.9444444444444444,accuracy,0.017650842666625977,0.0,0.3557140827178955,0.017650842666625977,0.0,0.3557140827178955,1.0,1.0,2.0
2,LightGBM,0.6470588235294118,1.0,accuracy,0.01009678840637207,0.0,0.48291754722595215,0.01009678840637207,0.0,0.48291754722595215,1.0,1.0,2.0
2,KNeighborsUnif,0.8235294117647058,0.8333333333333334,accuracy,0.030885696411132812,0.0335087776184082,2.6074106693267822,0.030885696411132812,0.0335087776184082,2.6074106693267822,1.0,1.0,1.0
2,KNeighborsUnif,0.8235294117647058,0.8333333333333334,accuracy,0.021752357482910156,0.02681279182434082,0.0,0.021752357482910156,0.02681279182434082,0.0,1.0,1.0,1.0
0,KNeighborsDist,0.8823529411764706,0.9444444444444444,accuracy,0.023164033889770508,0.026311635971069336,0.0,0.023164033889770508,0.026311635971069336,0.0,1.0,1.0,2.0
1,KNeighborsDist,0.8235294117647058,0.9444444444444444,accuracy,0.024996280670166016,0.025882482528686523,0.010207891464233398,0.024996280670166016,0.025882482528686523,0.010207891464233398,1.0,1.0,2.0
0,ExtraTreesGini,0.4117647058823529,0.6666666666666666,accuracy,0.07657074928283691,0.08355998992919922,0.8586814403533936,0.07657074928283691,0.08355998992919922,0.8586814403533936,1.0,True,1.0
2,ExtraTreesEntr,0.4117647058823529,0.7222222222222222,accuracy,0.09314560890197754,0.058321237564086914,0.8188574314117432,0.09314560890197754,0.058321237564086914,0.8188574314117432,1.0,True,2.0
1,CatBoost,0.7647058823529411,1.0,accuracy,0.014145374298095703,0.0,1.1843249797821045,0.014145374298095703,0.0,1.1843249797821045,1.0,1.0,1.0
