,model,score_test,score_val,eval_metric,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,ExtraTreesEntr,0.717391304347826,0.875,accuracy,0.07956576347351074,0.06494641304016113,0.826526403427124,0.07956576347351074,0.06494641304016113,0.826526403427124,1,True,10
1,ExtraTreesGini,0.717391304347826,0.8214285714285714,accuracy,0.09090542793273926,0.08913373947143555,0.8740952014923096,0.09090542793273926,0.08913373947143555,0.8740952014923096,1,True,9
2,RandomForestGini,0.6956521739130435,0.9107142857142857,accuracy,0.09963035583496094,0.06931662559509277,0.9547774791717529,0.09963035583496094,0.06931662559509277,0.9547774791717529,1,True,6
3,NeuralNetTorch,0.6739130434782609,0.9107142857142857,accuracy,0.01030731201171875,0.025742292404174805,6.408140420913696,0.01030731201171875,0.025742292404174805,6.408140420913696,1,True,12
4,RandomForestEntr,0.6739130434782609,0.875,accuracy,0.06144213676452637,0.06113743782043457,0.8321847915649414,0.06144213676452637,0.06113743782043457,0.8321847915649414,1,True,7
5,LightGBM,0.6521739130434783,0.9464285714285714,accuracy,0.0038199424743652344,0.0,0.42534804344177246,0.0038199424743652344,0.0,0.42534804344177246,1,True,5
6,WeightedEnsemble_L2,0.6521739130434783,0.9464285714285714,accuracy,0.0038199424743652344,0.0010027885437011719,0.563190221786499,0.0,0.0010027885437011719,0.13784217834472656,2,True,14
7,CatBoost,0.6521739130434783,0.9107142857142857,accuracy,0.005442380905151367,0.006603240966796875,4.319697141647339,0.005442380905151367,0.006603240966796875,4.319697141647339,1,True,8
8,LightGBMXT,0.6521739130434783,0.9285714285714286,accuracy,0.007899999618530273,0.0,0.48927998542785645,0.007899999618530273,0.0,0.48927998542785645,1,True,4
9,LightGBMLarge,0.6521739130434783,0.9464285714285714,accuracy,0.0497744083404541,0.0062103271484375,1.5703856945037842,0.0497744083404541,0.0062103271484375,1.5703856945037842,1,True,13
10,XGBoost,0.6304347826086957,0.8928571428571429,accuracy,0.014741659164428711,0.01008915901184082,0.6617586612701416,0.014741659164428711,0.01008915901184082,0.6617586612701416,1,True,11
11,NeuralNetFastAI,0.5869565217391305,0.9285714285714286,accuracy,0.024731159210205078,0.010011911392211914,2.5836806297302246,0.024731159210205078,0.010011911392211914,2.5836806297302246,1,True,3
12,KNeighborsUnif,0.41304347826086957,0.7857142857142857,accuracy,0.0,0.18986010551452637,2.6557347774505615,0.0,0.18986010551452637,2.6557347774505615,1,True,1
13,KNeighborsDist,0.391304347826087,0.8571428571428571,accuracy,0.0,0.0,0.02018451690673828,0.0,0.0,0.02018451690673828,1,True,2
