,input_resistance,sag,VmatSag,vmbaseM,tau,FAP_rheobase,FAP_num_APs,TS1_rheobase,TS1_num_APs,TS2_rheobase,TS2_num_APs,TS1_adp_index,TS2_adp_index,FAP_threshold,FAP_peak,FAP_maxupstroke,FAP_maxdownstroke,FAP_halfwidth,FAP_avg_upstroke,FAP_avg_downstroke,FAP_up_down_ratio,TS1_threshold,TS1_maxupstroke,TS1_maxdownstroke,TS1_halfwidth,TS1_avg_upstroke,TS1_avg_downstroke,TS1_up_down_ratio,TS2_threshold,TS2_peak,TS2_maxupstroke,TS2_maxdownstroke,TS2_avg_upstroke,TS2_avg_downstroke,TS2_up_down_ratio
541549258,86.46,0.09,-79.34,-68.83,19.57,170,1,250,1,330,1,,,-35.34,47.59,316.63,-92.78,0.94,287.03,-80.59,3.56,-30,285.45,-88.78,0.94,237.5,-72.54,3.27,-30,50.75,285.7,-92.36,244.4,-73.03,3.35
