specimen_id,L23_depth_normalized,TDL,TDL apical,TDL basal,Ratio TDL,#basal dendrites,average basal length,Nodes total,Nodes apical,Nodes basal,Ends total,Ends apical,Ends basal,Segment length,Segment length apical,Segment length basal,Surface area apical,Surface area basal,Vertical field span apical,Horizontal field span apical,Ratio horizontal over vertical field span,Horizontal field span basal,Apical shaft diameter,Max branch order apical,Max branch order basal
541549258,0.209,8207,4098,4110,1,6,685,42,21,21,42,22,27,195.41,195.12,195.7,3152,2747,546,372,0.68,349,0.3,11,6
